"","name","r2","coef","slope1","slope2","slope3"
"1","reynolds-eS",0.400960324165005,1.67832144414046,0.520790964197325,0.664894183637331,NA
"2","Small-eddy-eS",0.305583135186973,1.46026175799328,0.443305134080703,0.493533963327683,NA
"3","reynolds-eD",0.500932006195685,1.68925245140239,0.43043290286987,0.308633902374026,0.523497322176811
"4","Small-eddy-eD",0.340821153326641,1.16298919996762,0.226213693291983,0.407832845646767,NA
