"","key","sumFCO2"
"1","FCO2_BIKER",2.00713770900764
"2","FCO2_brinkerhoff2019",1.80936205955961
"3","FCO2_obs",1.85230010370952
"4","FCO2_raymond2012",1.61398319013653
"5","FCO2_raymond2013",2.1488303977126
