"","key","sumFCO2"
"1","FCO2_BIKER",1096.63935584705
"2","FCO2_Lauerwald2015",1223.5724876933
"3","FCO2_raymond2012",770.261531922875
"4","FCO2_raymond2013",1017.78736779588
"5","FCO2_ulset",900.602111884493
