"","sigma_logk600","mean_logk600","id"
"1",1.06624230342401,1.77799564448328,1
"2",1.34225135654149,1.0303865846116,2
"3",1.20002810351457,1.05854227048943,3
"4",0.35113996164888,3.73034401512011,4
"5",0.726811116714086,2.57663387772992,5
"6",1.96831682530211,1.09867317534273,6
"7",0.941266151588583,2.10344672846316,7
"8",1.56455723132361,0.37730797129341,8
"9",0.927689850140274,1.39448301169816,9
"10",0.0662215427986809,3.38998873239994,10
"11",1.6256755845626,0.442433004611201,11
"12",0.823884891698826,1.63169469553728,12
"13",0.616425353404339,2.42316775978881,13
"14",1.53518933527398,0.474782976210531,14
"15",1.24752831981809,1.93440500235024,15
"16",0.551966243172691,3.1833454172577,16
"17",2.50685649466082,0.464557864306971,17
"18",2.60680020517327,0.3156343747671,18
"19",2.11887241977988,0.905596633649466,19
"20",1.37406927151243,0.917962783013572,20
"21",1.50120239180993,0.54239757511701,21
"22",2.76784455119902,0.145018390952138,22
"23",2.81802123681348,0.00832161949326973,23
"24",0.598343627704578,3.04282077892237,24
"25",0.887381882204165,1.44794541245231,25
"26",1.56050537464496,0.371792085987832,26
"27",1.39563660554319,0.77076474384553,27
"28",2.15205220582781,-1.22683525914854,28
"29",1.74514652343635,-0.149784337616775,29
"30",1.9385956701812,1.07146155084438,30
"31",1.00239133058265,1.95352882048447,31
"32",1.42632016051028,0.702034349806945,32
"33",0.877934920603724,2.27214254907044,33
"34",1.49256365024345,0.533647641985827,34
"35",1.15104859672577,1.08968949449643,35
"36",1.97839522780015,-0.747561790105907,36
"37",2.61534446816004,0.336186886015872,37
"38",2.39231270457539,0.559871780128464,38
"39",1.51238121404252,0.523997401914002,39
"40",0.728571914834614,1.6666761030659,40
"41",2.28391934912811,-0.482109125489439,41
"42",1.45696819957964,0.699428205184146,42
"43",3.12670734492841,-0.325503328878402,43
"44",0.859101622664726,2.31917830048841,44
"45",1.84697669006386,1.2094995545571,45
"46",1.60552385907966,0.45878006921346,46
"47",1.24802808977791,0.956580385521626,47
"48",2.85759069843979,-0.0275741691677637,48
"49",1.61735839636847,0.433673235062619,49
"50",0.918659306597044,1.29277197530234,50
"51",1.19530021280901,1.401505306402,51
"52",1.39464034044046,0.748746956543774,52
"53",1.61030870259325,0.219188387611852,53
"54",1.11248275683588,1.58787693838572,54
"55",1.35444083744536,1.00700010698813,55
"56",0.41520525765758,3.55093542643445,56
"57",1.8689309419853,1.1782927557396,57
"58",1.4086417237849,0.806893544314416,58
"59",0.635752196406062,1.78991219707827,59
"60",0.822390749802428,2.42414597465255,60
"61",1.16567689764158,1.51492400553285,61
"62",1.32654924632077,-0.248146264493218,62
"63",1.28028114194775,1.92910199495931,63
"64",1.58028858430876,0.486263336983145,64
"65",1.51406040006497,1.64888554883176,65
"66",1.77665758799512,1.26138929509334,66
"67",1.01958972235876,1.869901339482,67
"68",2.18769060644829,0.828694037086227,68
"69",1.2203796746695,1.00137667543996,69
"70",0.44618613023655,3.451871234622,70
"71",1.64880466620323,0.180652286172316,71
"72",1.75593242744621,1.33195242394885,72
"73",1.39331178039624,0.843273910418944,73
"74",1.90050163481427,1.15631187401776,74
"75",1.23270947021011,1.25806823254267,75
"76",1.21221103359658,1.00476544557943,76
"77",0.523442741213231,2.77013691443481,77
"78",1.04783203395467,1.232332959283,78
"79",1.51031902207498,0.543200836688598,79
"80",1.1796791776492,1.00559828456768,80
"81",2.89123756743028,-0.0727884550744064,81
"82",1.2523465289814,0.960233454183826,82
"83",1.01804750979995,1.90349594637566,83
"84",1.26177775699274,-0.0124956132256994,84
"85",1.68732609323542,1.41609156900116,85
"86",1.43133523702194,0.737499293931796,86
"87",1.84275683738202,-0.405378100087297,87
"88",1.15679117137078,1.48778039420272,88
"89",1.38449205792096,0.855721116216632,89
"90",1.58161838197823,0.514613605805716,90
"91",1.7029142279172,1.37825674834959,91
"92",1.50297089078712,0.603662364462948,92
"93",0.923761437641146,2.33787728457794,93
"94",1.26063580344935,1.20102661822957,94
"95",0.835921159931386,1.57424549283836,95
"96",0.890412354209038,1.45065501598264,96
"97",1.38960860334014,0.769574965186156,97
"98",0.729470012398078,2.56505623981287,98
"99",0.572998163244796,1.88475676479031,99
"100",2.24625060681813,0.764411350199845,100
"101",2.41767536586503,0.512732657363145,101
"102",0.727376852635198,2.5786904851413,102
"103",1.57153656678513,0.370224298082171,103
"104",0.807141734120499,2.45314410628582,104
"105",1.46139504328701,1.67619324857867,105
"106",0.757750230934072,1.86800769509827,106
"107",1.26249721441597,-0.0198013324679033,107
"108",1.08401159856746,1.73534383333565,108
"109",1.45417817407392,0.674609021021504,109
"110",1.04875163160945,2.19204835683975,110
"111",1.7217087489035,1.35408883613843,111
"112",1.60349956669813,1.50616015239436,112
"113",1.33353572373015,-0.242411787451795,113
"114",1.7399666383845,-0.0483661603277371,114
"115",1.1629461382797,1.07228221048713,115
"116",2.02044263164042,0.993856029577865,116
"117",1.07549458330834,1.20419826271263,117
"118",0.99509650723594,1.96981138394476,118
"119",1.01097367259807,1.92658451009719,119
"120",2.28393282320504,0.697649616884466,120
"121",1.03298491786661,1.87969804806015,121
"122",1.83690494609889,1.22523292841356,122
"123",1.31810109381505,1.07237040220218,123
"124",0.643488241397417,1.7861917976288,124
"125",1.27224768863863,1.19073973804491,125
"126",1.22579449485777,1.99346378458058,126
"127",1.18714163023534,1.45548361106744,127
"128",2.88689893323912,-0.0179245305916586,128
"129",1.81841006050038,-0.329221322771447,129
"130",2.59809991220182,-2.48397563822506,130
"131",1.61315707980564,0.263000473054638,131
