"","width_min","width_max","width_mean","Q_min","Q_max","Q_mean","k600_min","k600_max","k600_mean"
"1",0.26,1742.12598,93.1262445609436,8e-04,489.249980362598,11.4399604786284,0.1,4117.80089,42.2933372845321
