"","river","timestep","sa_m2","FCO2_obs","FCO2_BIKER","FCO2_BIKER_low","FCO2_BIKER_high","FCO2_raymond2012","FCO2_raymond2013","FCO2_brinkerhoff2019","FCO2_brinkerhoff2019_low","FCO2_brinkerhoff2019_high"
"1","MississippiIntermediate",1,129920129.810506,236.235630385344,261.40259770428,249.812817298674,273.68760263896,248.567666899184,311.046444191929,321.870542124608,270.901623540592,369.595917883366
"2","MississippiIntermediate",2,129920129.810506,329.217742401012,150.354119082792,118.254769194283,187.763015645159,343.202404905888,426.531223139054,441.100868866729,364.344721562522,512.954245305586
"3","MississippiIntermediate",3,129920129.810506,361.936820481857,202.416637422115,163.277301373942,246.611348843865,385.232398288727,480.147752175048,497.080776912799,414.801706746362,574.116529180113
"4","MississippiIntermediate",4,129920129.810506,401.172359967153,240.402753696744,194.225041468855,294.887637132283,417.164504321748,523.151715773784,540.849985104155,456.506735277403,619.827700219252
"5","MississippiIntermediate",5,129920129.810506,725.27784597818,353.231976119547,278.228646841461,442.003395364886,757.322666517918,944.736026974247,976.543938938879,813.521964341572,1129.17374207563
"6","MississippiIntermediate",6,129920129.810506,499.754189812108,299.001058544431,242.269535836364,367.932159698073,524.866792572043,656.550200971253,679.344219615546,571.157909453881,780.644758283967
"7","MississippiIntermediate",7,129920129.810506,929.037316814782,707.875616804261,569.150077925756,864.181770223551,999.997585087826,1274.85957693194,1316.50361333355,1146.40046179902,1475.79643210752
"8","MississippiIntermediate",8,129920129.810506,1286.71923800997,831.516365344147,670.103070440056,1018.26421554176,1337.20165814719,1685.32036428763,1741.4827572183,1484.6468946469,1981.99343010366
"9","MississippiIntermediate",9,129920129.810506,2207.49771949015,1563.91294665855,1267.37343357458,1892.71970129145,2320.1997122371,2944.79801096691,3041.32794789519,2627.10155572253,3429.23291596045
"10","MississippiIntermediate",10,129920129.810506,1873.21333296545,1371.59315794862,1107.24699288267,1693.64126655339,1969.46836279739,2501.50038192967,2583.83664091961,2235.63502493048,2909.91205493349
"11","MississippiIntermediate",11,129920129.810506,2429.7478365015,1702.16143478516,1379.58666478921,2074.43047884187,2526.90428433764,3199.46327086056,3305.27993103695,2843.33002416982,3737.87576463949
"12","MississippiIntermediate",12,129920129.810506,2210.20944570017,1184.93018768889,946.733378856819,1470.73326330811,2302.01789762115,2887.40222541724,2983.3185371984,2515.69634856114,3421.18955511816
