"","river","timestep","sa_m2","FCO2_obs","FCO2_BIKER","FCO2_BIKER_low","FCO2_BIKER_high","FCO2_raymond2012","FCO2_raymond2013","FCO2_brinkerhoff2019","FCO2_brinkerhoff2019_low","FCO2_brinkerhoff2019_high"
"1","Cumberland",1,8018750.35113469,153.996924309244,105.338084390027,96.6349165792235,114.687902510384,114.929484856236,133.612107053578,148.290620777719,115.10159832426,179.378654687301
"2","Cumberland",2,8018750.35113469,285.916018621494,279.933703157059,199.888415605081,379.256300558477,208.268115697324,242.63657341099,268.78913985672,208.984518423606,324.809532160369
"3","Cumberland",3,8018750.35113469,286.452632855199,278.524060079216,200.693670097638,380.971393741814,214.986571180972,250.54577962117,277.854454362523,218.097451679632,333.83809499462
"4","Cumberland",4,8018750.35113469,269.471023930139,261.777306391867,183.376234346043,360.54399094192,199.484125815905,231.752100084475,256.942607588022,196.977684654796,313.097397350612
"5","Cumberland",5,8018750.35113469,376.345866847152,354.708067890022,250.088523184158,482.172145893621,290.840009494044,335.533619952939,372.69573173606,274.079767663249,464.923213061267
"6","Cumberland",6,8018750.35113469,455.716001171226,447.035930024927,322.572422673766,615.051543835568,335.088780199206,391.926708989994,433.853194997595,344.425115499386,517.644041837815
"7","Cumberland",7,8018750.35113469,420.556749283313,407.930559685656,290.724095922512,557.963154989932,313.331508443455,363.077093273048,403.003850218117,305.621055326259,494.173945585238
"8","Cumberland",8,8018750.35113469,133.528887364505,114.759875041594,80.889909939208,159.418372541364,114.148163729783,128.823360775973,143.959431033329,86.3888902737329,196.996472310495
"9","Cumberland",9,8018750.35113469,177.460050883423,151.291345286146,104.148131452989,213.484650640393,156.293341187572,175.837289942491,196.429296790543,109.98947936445,275.480117065361
"10","Cumberland",10,8018750.35113469,196.362980508629,325.960134189555,229.730668594552,445.507240245239,182.374717599408,201.104228322182,225.929647530058,69.5570948698011,358.218043602213
"11","Cumberland",11,8018750.35113469,215.811204520073,168.059855195641,117.023233448419,232.610956591432,194.34925612506,216.962049561427,243.017033626193,118.863375137197,354.74040731156
"12","Cumberland",12,8018750.35113469,170.54649236064,136.219279120387,95.3308946829823,190.597189591097,150.475459245891,168.95387608849,188.861977004696,102.429008067069,267.620377499657
