"","river","timestep","sa","FCO2_obs","FCO2_BIKER","FCO2_BIKER_low","FCO2_BIKER_high","FCO2_raymond2012","FCO2_raymond2013","FCO2_brinkerhoff2019"
"1","SanJoaquin",1,18434115.0885987,0.47015722642294,0.401480030934854,0.239929023336297,0.621636681202271,0.445803058878348,0.699326886668056,0.473272786780985
"2","SanJoaquin",2,18434115.0885987,0.627189756754706,0.593122219939266,0.461336676522442,0.757292315789094,0.771700371300034,0.985806647734846,0.876053814608827
