"","river","timestep","sa","FCO2_obs","FCO2_BIKER","FCO2_BIKER_low","FCO2_BIKER_high","FCO2_raymond2012","FCO2_raymond2013","FCO2_brinkerhoff2019"
"1","MercedRiver",1,4424258.32490821,0.806032526387951,0.315048370921851,0.26730229726729,0.366869386322642,0.612981493982902,0.85344240645704,0.599112258146097
"2","MercedRiver",2,4424258.32490821,0.926760687652069,0.987346781440035,0.797119374446947,1.21256705488373,1.01329909961198,1.04230591631386,1.03358719444358
