"","river","timestep","sa","FCO2_obs","FCO2_BIKER","FCO2_BIKER_low","FCO2_BIKER_high","FCO2_raymond2012","FCO2_raymond2013","FCO2_brinkerhoff2019"
"1","MiddleRiver",1,846470.536589752,0.155201724976964,0.171327217435204,0.145029464206671,0.201193717495318,0.126427873277875,0.164530815735732,0.119287093232072
"2","MiddleRiver",2,846470.536589752,0.404499849790251,0.525648564865251,0.376218394628365,0.722270202719289,0.330306275418767,0.350584757070893,0.320720218772176
