"","river","timestep","sa","FCO2_ulset","FCO2_BIKER","FCO2_BIKER_low","FCO2_BIKER_high","FCO2_raymond2012","FCO2_raymond2012_low","FCO2_raymond2012_high","FCO2_raymond2013","FCO2_raymond2013_low","FCO2_raymond2013_high","FCO2_Lauerwald2015","FCO2_Lauerwald2015_low","FCO2_Lauerwald2015_high"
"1","GaronneUpstream",1,8974481.65087132,0.165715596636116,0.0898980806091529,0.110169753587385,0.0738161361801224,0.163554544235584,0.157331578491335,0.170023648155109,0.165975161594869,0.168506089754506,0.176356909531271,0.172386812780911,0.168506089754506,0.176356909531271
"2","GaronneUpstream",2,8974481.65087132,0.215959460604839,0.104623337030268,0.131372933762288,0.0854256952122886,0.210395872250368,0.202574918511431,0.218518775165287,0.210494133463162,0.215144202997758,0.224758529687872,0.21989882838063,0.215144202997758,0.224758529687872
"3","GaronneUpstream",3,8974481.65087132,0.244186924626735,0.138936883012575,0.174409176230967,0.112057087527801,0.245793050012402,0.235748269100636,0.256265828479522,0.261392291499935,0.259440587444806,0.273126491790755,0.266195595498487,0.259440587444806,0.273126491790755
"4","GaronneUpstream",4,8974481.65087132,0.210339329462181,0.10885967766399,0.136249417013833,0.0881900794586705,0.207965532556023,0.199785099544475,0.216480923149995,0.21566459679608,0.216642036814501,0.227343594928514,0.221928320422273,0.216642036814501,0.227343594928514
"5","GaronneUpstream",5,8974481.65087132,0.297039037135226,0.19681280838014,0.245417741167105,0.160314000971832,0.295616923086418,0.284065653649394,0.307637914524223,0.305124370995185,0.307262455556562,0.322265698077861,0.314674672738815,0.307262455556562,0.322265698077861
"6","GaronneUpstream",6,8974481.65087132,0.274191127975597,0.165514102385405,0.207974968896055,0.133893104150058,0.271413662724302,0.260836593823994,0.282419638694251,0.279741921771446,0.281851939145285,0.295549940679634,0.288619686761957,0.281851939145285,0.295549940679634
"7","GaronneUpstream",7,8974481.65087132,0.2573271198819,0.197428214086661,0.249773221086322,0.158337106132154,0.256199549861355,0.246251251476275,0.266549749486282,0.263350070388117,0.265733066299769,0.278566497253124,0.272074124891552,0.265733066299769,0.278566497253124
"8","GaronneUpstream",8,8974481.65087132,0.435597381859723,0.293447270918968,0.366193613672132,0.237483744390827,0.430240804708932,0.413718775825593,0.447422647904151,0.439242977008911,0.444612700238116,0.465669773925691,0.455019445142613,0.444612700238116,0.465669773925691
"9","GaronneUpstream",9,8974481.65087132,0.456502965590816,0.443639919416502,0.558286363782131,0.361814067068171,0.45789356741959,0.439749852502794,0.476785877043484,0.476898430077446,0.478182012051551,0.502104788125154,0.489997426342525,0.478182012051551,0.502104788125154
"10","GaronneUpstream",10,8974481.65087132,0.49106938367208,0.396244182284863,0.49516011537334,0.321418167877228,0.497165343376558,0.476407961933923,0.518827154619749,0.53664923865007,0.528780893492303,0.557703243768898,0.543049545801453,0.528780893492303,0.557703243768898
"11","GaronneUpstream",11,8974481.65087132,0.443524938989618,0.516103734751058,0.646854832632744,0.415829972519031,0.444189407280593,0.426471794745948,0.462643092409824,0.464669294708866,0.46492098214427,0.488448048014438,0.47653934333003,0.46492098214427,0.488448048014438
"12","GaronneUpstream",12,8974481.65087132,0.564333565055089,0.497244504693301,0.625854187934573,0.400613998192032,0.573106595626312,0.549010265980823,0.598260535886355,0.621638533343553,0.611094363848189,0.644913935859412,0.627776444438816,0.611094363848189,0.644913935859412
"13","GaronneUpstream",13,8974481.65087132,0.22667836533959,0.34814791566648,0.437986277465639,0.278746033737802,0.237763461008565,0.227082365952415,0.248946954650512,0.270574401291597,0.259896085514912,0.275934880422688,0.267795435347057,0.259896085514912,0.275934880422688
"14","GaronneUpstream",14,8974481.65087132,0.677873316955846,0.598939977901872,0.749679339496226,0.48089480767531,0.690370556703315,0.661052324582981,0.72098907736203,0.754104615080523,0.738813377152603,0.780388833036984,0.75931660669082,0.738813377152603,0.780388833036984
"15","GaronneUpstream",15,8974481.65087132,0.593502010469332,0.729607263599859,0.913411416880967,0.587464427470546,0.601759051098128,0.576571122555567,0.628047346743243,0.650746666257378,0.640608383847014,0.675796198024532,0.657967096797199,0.640608383847014,0.675796198024532
"16","GaronneUpstream",16,8974481.65087132,0.643892848534116,0.623994439910361,0.777596773674787,0.499410254000949,0.65875451353776,0.630354001604997,0.688434724359404,0.727360728366037,0.708914233835846,0.749819571327722,0.72908002025272,0.708914233835846,0.749819571327722
"17","GaronneUpstream",17,8974481.65087132,0.476077848591007,0.509817347055349,0.637564600921357,0.413618995567453,0.480637453036083,0.460875332615842,0.501246964197636,0.513479119511072,0.508414842580113,0.535512930681167,0.521788005084652,0.508414842580113,0.535512930681167
"18","GaronneUpstream",18,8974481.65087132,0.405376017362783,0.378907196162636,0.465783059223236,0.307672254820419,0.404934882995375,0.388903867906245,0.421626715337352,0.421590464197166,0.422749095643624,0.443866162752279,0.433178967418881,0.422749095643624,0.443866162752279
"19","GaronneUpstream",19,8974481.65087132,0.35394402813726,0.288812872135444,0.361999686963261,0.2345520017216,0.343935385811139,0.331237959701798,0.357119546046236,0.342645948765397,0.350931416756532,0.366420049759171,0.358592117850596,0.350931416756532,0.366420049759171
"20","GaronneUpstream",20,8974481.65087132,0.370515839031193,0.2967148078828,0.369767087145082,0.240925015334841,0.362037608548364,0.348677845613587,0.375909262805447,0.360450438944799,0.369349927235151,0.385638384021504,0.377406289053218,0.369349927235151,0.385638384021504
