"","river","timestep","sa","FCO2_ulset","FCO2_BIKER","FCO2_BIKER_low","FCO2_BIKER_high","FCO2_raymond2012","FCO2_raymond2012_low","FCO2_raymond2012_high","FCO2_raymond2013","FCO2_raymond2013_low","FCO2_raymond2013_high","FCO2_Lauerwald2015","FCO2_Lauerwald2015_low","FCO2_Lauerwald2015_high"
"1","SacramentoUpstream",1,11643538.765824,0.173021222624068,0.15166628081527,0.193980374304668,0.119278367072616,0.156851770426081,0.150447484312175,0.163528686743051,0.162979635071684,0.165508917040972,0.174226575069261,0.169811807125012,0.165508917040972,0.174226575069261
"2","SacramentoUpstream",2,11643538.765824,0.344508341032975,0.167342657641673,0.225764978353644,0.125921911427545,0.304838276270785,0.293017267023864,0.317136173107683,0.306109482855066,0.316039773367731,0.33126668349975,0.323563668439411,0.316039773367731,0.33126668349975
"3","SacramentoUpstream",3,11643538.765824,0.450658178883627,0.220034386779659,0.299751470082602,0.164805053405203,0.397325001298706,0.38202084787518,0.413242256908347,0.397262617203047,0.411006881591394,0.43057641430586,0.420677867899766,0.411006881591394,0.43057641430586
"4","SacramentoUpstream",4,11643538.765824,0.225672368760884,0.173779211873944,0.235576159297221,0.132269347790978,0.199597025432385,0.191846723940419,0.20766042676308,0.200604788442884,0.207023345906324,0.21702118275901,0.211963325557878,0.207023345906324,0.21702118275901
"5","SacramentoUpstream",5,11643538.765824,0.346194189302907,0.313640652900701,0.423572406880824,0.235559407134028,0.312225086929972,0.299665254488977,0.325311367031451,0.3211804269342,0.32775315548347,0.344583035774179,0.336062742994004,0.32775315548347,0.344583035774179
"6","SacramentoUpstream",6,11643538.765824,0.367148499655052,0.296876591445241,0.397900255991376,0.224573268714041,0.338353512378554,0.322441112767462,0.355051191403383,0.389944800139251,0.376647181706891,0.401660260658053,0.388952699777037,0.376647181706891,0.401660260658053
"7","SacramentoUpstream",7,11643538.765824,0.461012224866111,0.325752009634992,0.44536943762628,0.245525102896753,0.42409739000443,0.406116067787228,0.442874867254856,0.452341112534015,0.453589138127491,0.479045878206739,0.466143757767801,0.453589138127491,0.479045878206739
"8","SacramentoUpstream",8,11643538.765824,0.409094629572311,0.478946152825315,0.647386584434465,0.362862827447257,0.375638382682882,0.360065939380515,0.391884318007327,0.394405933878605,0.398510184870424,0.420047831503974,0.409137309882442,0.398510184870424,0.420047831503974
"9","SacramentoUpstream",9,11643538.765824,0.627863573174619,0.713717347172962,0.96433271350653,0.538902590128619,0.565450704147948,0.54274051009041,0.589111174167131,0.581044203913046,0.593244845579098,0.623623469402312,0.608244530106639,0.593244845579098,0.623623469402312
"10","SacramentoUpstream",10,11643538.765824,0.751449832241553,0.637512108150873,0.855759502890555,0.477004347550988,0.677822452371282,0.650505495191898,0.706286543379372,0.698116084015642,0.711984632156069,0.748658985112781,0.730091563643032,0.711984632156069,0.748658985112781
"11","SacramentoUpstream",11,11643538.765824,1.00208354404383,0.828674427944224,1.11370280320756,0.627484056311362,0.899368974526198,0.863501218205417,0.936726593013003,0.919844080048361,0.941292555669639,0.988912768527693,0.964808905996358,0.941292555669639,0.988912768527693
"12","SacramentoUpstream",12,11643538.765824,0.574629902866137,0.797398536469316,1.07593237128547,0.600958364992006,0.520770947635282,0.499675204780029,0.54275733450314,0.538228050780832,0.547995338055211,0.576472085775616,0.562053389611144,0.547995338055211,0.576472085775616
"13","SacramentoUpstream",13,11643538.765824,0.410137215322782,0.561849810856674,0.765170317028143,0.424844459706191,0.370513355149203,0.355488073531911,0.386173706358439,0.383209128259334,0.390029952193112,0.410335513728386,0.400053921526175,0.390029952193112,0.410335513728386
"14","SacramentoUpstream",14,11643538.765824,1.05092319284554,0.963600697274854,1.30214769187032,0.723047162147561,0.948046747941398,0.909765554072371,0.987938746920107,0.977699659765242,0.996496110807918,1.04799601389283,1.02192169266762,0.996496110807918,1.04799601389283
"15","SacramentoUpstream",15,11643538.765824,1.3276116855247,1.1732987620617,1.58391810819268,0.886543463096129,1.1974516700052,1.14920155784122,1.24772760042633,1.23316043033073,1.25772674451318,1.32249281042576,1.28970329025631,1.25772674451318,1.32249281042576
"16","SacramentoUpstream",16,11643538.765824,0.705224530622022,1.00713749418913,1.37600465043957,0.755735519457996,0.643650600412652,0.617243338125456,0.671187633734993,0.670998018031047,0.680326881009348,0.716454501451364,0.698157042640589,0.680326881009348,0.716454501451364
"17","SacramentoUpstream",17,11643538.765824,0.587396146184135,0.822342890788684,1.12135747130645,0.615577184782877,0.532641992708849,0.510863444755956,0.555348978966885,0.553977067425259,0.562317312616234,0.592005924534613,0.576970692921585,0.562317312616234,0.592005924534613
"18","SacramentoUpstream",18,11643538.765824,0.642003617374119,0.612289395727371,0.823065670152695,0.454877515919715,0.58510271173159,0.560894566285501,0.610355677992486,0.61349023004348,0.620291559364389,0.653703898460864,0.636778619713994,0.620291559364389,0.653703898460864
"19","SacramentoUpstream",19,11643538.765824,0.533022323885243,0.469990473332735,0.643341754861359,0.354112284102191,0.486637617063433,0.466469832891308,0.507677353814867,0.510835813917611,0.516210896306409,0.544095137386985,0.529969658075458,0.516210896306409,0.544095137386985
"20","SacramentoUpstream",20,11643538.765824,0.375092256863915,0.483040014182836,0.648026923817931,0.364041211702901,0.345163015223774,0.330810045614906,0.360138722201565,0.363177262059875,0.366580430358193,0.386494979144489,0.376406025107882,0.366580430358193,0.386494979144489
