"","river","time","kobs","kest_mean","kest_low","kest_high","kest_sd"
"196","MississippiIntermediate",14,2.47631328019283,3.98323721339615,3.29166510736851,4.75718332470852,0.390723959982815
"197","MississippiIntermediate",15,2.42774443616638,3.93639626186083,3.24867164965818,4.70897716047342,0.383808284087024
"198","MississippiUpstream",1,2.94888815224876,3.87377489476075,3.11595652765899,4.72989069069996,0.421148481098832
"199","MississippiUpstream",2,2.97204485831743,4.68989095004979,3.73388036119084,5.82541897651235,0.538479340781869
"200","MississippiUpstream",3,2.92827981482575,4.47910446875963,3.51226957471443,5.58694279938578,0.523839356090221
"201","MississippiUpstream",4,2.91849068434181,4.56475705066706,3.65763475745556,5.73435594990754,0.525436786061998
"202","MississippiUpstream",5,2.99126157273636,4.38002321466906,3.45321657886895,5.43561850324576,0.510346764730439
"203","MississippiUpstream",6,3.01259960683994,4.77165833605419,3.76993065147894,5.952406604056,0.550642891791754
"204","MississippiUpstream",7,3.02516594252686,4.47168047789507,3.54481362456826,5.55462160538463,0.511032793052316
"205","MississippiUpstream",8,3.06799801388339,4.57879283472257,3.63145700858606,5.76309073973473,0.546129195746643
"206","MississippiUpstream",9,3.08438544260952,4.18601141344972,3.31026469801334,5.29917256942061,0.49691882326367
"207","MississippiUpstream",10,3.03741056809629,4.55774314111689,3.57598998951666,5.72488518499127,0.544374950654828
"208","MississippiUpstream",11,3.15216036170708,4.50190418709251,3.59694649070032,5.63400938117774,0.528560125248265
"209","MississippiUpstream",12,3.14592503320993,4.72050309495612,3.72210606389853,5.90269165231408,0.554768299646011
"210","MississippiUpstream",13,3.06768332349372,4.27490948359489,3.4001474347526,5.33723795668354,0.495712120951466
"211","MississippiUpstream",14,3.09245518471544,4.72766797406606,3.71264364409089,5.87586098825041,0.555757065410362
"212","MississippiUpstream",15,3.09605570443676,4.67799385814151,3.72889947290894,5.80681411479735,0.53122253543116
"213","OhioSection1",1,1.88084615161976,1.36175189461944,1.11079369037426,1.65412007652119,0.141064457729808
"214","OhioSection1",2,1.52978595502729,1.30283100341939,1.05411641109983,1.61832576245084,0.140555660592917
"215","OhioSection1",3,1.79251228908446,1.29588322116246,1.04322407050124,1.58544674988194,0.137621866479016
"216","OhioSection1",4,1.95704654976807,1.7063694408804,1.39155477116912,2.11849026333597,0.183207083057082
"217","OhioSection1",5,0.990364792089897,0.715159113260212,0.578584382763689,0.887642378214821,0.0782378149215524
"218","OhioSection1",6,1.28723036282391,0.88884634045968,0.722752798366343,1.10605793004392,0.0969518122504931
"219","OhioSection1",7,1.80913391895095,1.59789329641527,1.30130548074993,1.96269631725129,0.167192642249194
"220","OhioSection1",8,1.55372003330803,1.40644925324283,1.15126012510961,1.73455174571702,0.150425196331396
"221","OhioSection1",9,1.36917714507759,1.08191707754071,0.878396304533459,1.35140827587507,0.120865551047463
"222","OhioSection1",10,0.890187216908507,0.680359821054525,0.550659798930663,0.843398533481911,0.075521721776094
"223","OhioSection1",11,0.684440339879982,0.645353050250354,0.526222277828092,0.799890541814959,0.0715786279650334
"224","OhioSection1",12,1.07536120875551,0.771610641820339,0.624180061598079,0.960969383301129,0.0868878987866376
"225","OhioSection1",13,1.72797510988573,1.28926774618089,1.03537687977392,1.6108911442746,0.144028663716836
"226","OhioSection1",14,0.790446219217538,0.774136542430623,0.631883971569296,0.969558396845665,0.0854889765918228
"227","OhioSection1",15,0.881796611509575,0.74661332972629,0.595491478474315,0.926157238895045,0.0811634492331011
"228","OhioSection1",16,0.647377544521529,0.689821515717714,0.556320444336278,0.854736247212242,0.0780281935288872
"229","OhioSection1",17,0.496137434797393,0.589318560910179,0.476359312619491,0.728391378864073,0.0655526037707429
"230","OhioSection1",18,0.556967860229679,0.83947703548359,0.684576283356136,1.04106909417269,0.0934454990777165
"231","OhioSection1",19,0.580085213080211,0.810010524928003,0.650538813202893,1.01007371963037,0.0900804920966081
