"","key","sumFCO2"
"1","FCO2_BIKER",1166.4312072022
"2","FCO2_Lauerwald2015",860.283117459221
"3","FCO2_raymond2012",741.060735855541
"4","FCO2_raymond2013",770.429361833422
"5","FCO2_ulset",1053.68885355793
