"","river","timestep","FCO2_ulset","FCO2_BIKER","FCO2_BIKER_low","FCO2_BIKER_high","FCO2_raymond2012","FCO2_raymond2012_low","FCO2_raymond2012_high","FCO2_raymond2013","FCO2_raymond2013_low","FCO2_raymond2013_high","FCO2_Lauerwald2015","FCO2_Lauerwald2015_low","FCO2_Lauerwald2015_high","sa"
"59","GaronneDownstream",9,0.909107414636943,0.844611102034272,1.11094725052072,0.650028870719999,0.869599205580273,0.82989125502726,0.911207070420479,0.939186754825004,0.956638997227171,1.0172493713159,0.986478797201202,0.956638997227171,1.0172493713159,7566509204.31
"60","GaronneDownstream",10,0.474042881196722,0.788070239494598,1.04434493378289,0.606078149199621,0.459995769858944,0.438216669770649,0.48285727793121,0.511013679473818,0.513465452359647,0.547929349101844,0.530417562934367,0.513465452359647,0.547929349101844,7566509204.31
"61","GaronneDownstream",11,0.640684299013154,0.977775783977013,1.29621065458548,0.754294028172481,0.609544160869283,0.582566888824308,0.637770689416077,0.643036585052065,0.66246876874023,0.702372765824815,0.682129033640621,0.66246876874023,0.702372765824815,7566509204.31
"62","GaronneDownstream",12,0.891438582262254,0.940619370763025,1.26576292044243,0.713032973209326,0.840287629262833,0.803294002181019,0.878984908323568,0.88300710472734,0.911410807863649,0.965838630833234,0.938230121343704,0.911410807863649,0.965838630833234,7566509204.31
"63","GaronneDownstream",13,0.515448506607177,0.725031250133035,0.961895546078066,0.561564433603779,0.50623644635782,0.481759384150947,0.531957133159175,0.571961807742343,0.570022688010491,0.609567889629915,0.589463760789811,0.570022688010491,0.609567889629915,7566509204.31
"64","GaronneDownstream",14,0.619627066082589,1.13501711450085,1.52981163487317,0.888770972786981,0.584275964244433,0.557905882558891,0.611892459251873,0.625464810771847,0.639822604750365,0.679605976774377,0.659414335691586,0.639822604750365,0.679605976774377,7566509204.31
"65","GaronneDownstream",15,1.17325421806247,1.37446775657215,1.81081719428593,1.05401783729404,1.11609550368846,1.06600747807795,1.16853699800297,1.18968602732721,1.2195120331429,1.29464823850878,1.2565186426412,1.2195120331429,1.29464823850878,7566509204.31
"66","GaronneDownstream",16,0.977364327063368,1.18720415573087,1.5941823635679,0.920855031381185,0.930501817483715,0.888469000704498,0.97452317796785,0.996749804309582,1.01930985666943,1.08277839147367,1.0505649360152,1.01930985666943,1.08277839147367,7566509204.31
"67","GaronneDownstream",17,0.619721129571425,0.963418455570062,1.28036713736453,0.746788195400083,0.578634018950675,0.552923642900769,0.605539900826955,0.612215930483911,0.629824311607469,0.668006167500753,0.648634353542661,0.629824311607469,0.668006167500753,7566509204.31
"68","GaronneDownstream",18,0.516905177006362,0.717117489434648,0.953161343677742,0.549030363233182,0.477596534826434,0.457489372250618,0.498587435693474,0.486007997111907,0.509497439690068,0.537756755838957,0.523436420977432,0.509497439690068,0.537756755838957,7566509204.31
"69","GaronneDownstream",19,0.657990690746238,0.559614143337717,0.750656980418042,0.430408815028279,0.589031445843534,0.565639022915359,0.613391280679671,0.576031018575461,0.615601285814861,0.646518878599386,0.630870709752258,0.615601285814861,0.646518878599386,7566509204.31
"70","GaronneDownstream",20,0.55484600302155,0.581564217376495,0.777078766604463,0.447565697256901,0.484017060012434,0.464984893908835,0.50382822814198,0.470251840135689,0.504149007415349,0.529036996196339,0.516443100036921,0.504149007415349,0.529036996196339,7566509204.31
"71","GaronneDownstream",21,0.343162910302597,0.416498368573891,0.56141008106128,0.315811619894771,0.305184636567923,0.29339968573087,0.317442952332327,0.293054129685777,0.315958787272342,0.331070080985381,0.323426191315521,0.315958787272342,0.331070080985381,7566509204.31
"72","GaronneDownstream",22,0.227612435158957,0.152582126593644,0.205919994247171,0.116014189837613,0.196931088850843,0.189621677798479,0.204522261740064,0.184451558069781,0.201279107603447,0.210249457673408,0.205715391964998,0.201279107603447,0.210249457673408,7566509204.31
"73","GaronneDownstream",23,0.336030911214515,0.215988763138656,0.290377485731622,0.163925742684418,0.290567543586707,0.279680960338956,0.301877888986086,0.273739531614621,0.297875086676503,0.311376676838398,0.304551069676305,0.297875086676503,0.311376676838398,7566509204.31
"74","GaronneDownstream",24,0.1945980439873,0.232685716239537,0.315268098752708,0.180046709616915,0.178078612627309,0.171134486462883,0.185304510707853,0.172073567410223,0.184966096766334,0.193965296652425,0.189412258910092,0.184966096766334,0.193965296652425,7566509204.31
"75","GaronneDownstream",25,0.543834014863223,0.36697006184885,0.497122997401323,0.282515863991401,0.480253901048404,0.462083214074983,0.499139130233752,0.455222047371092,0.493892048906678,0.516674526076729,0.505154863150221,0.493892048906678,0.516674526076729,7566509204.31
"76","GaronneDownstream",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7566509204.31
"77","GaronneDownstream",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7566509204.31
"78","GaronneDownstream",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7566509204.31
"79","GaronneDownstream",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7566509204.31
"80","GaronneDownstream",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7566509204.31
"81","GaronneDownstream",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7566509204.31
"82","GaronneDownstream",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7566509204.31
"83","GaronneDownstream",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7566509204.31
"84","GaronneDownstream",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7566509204.31
"85","GaronneUpstream",1,0.165715596636116,0.0898980806091529,0.110169753587385,0.0738161361801224,0.163554544235584,0.157331578491335,0.170023648155109,0.165975161594869,0.168506089754506,0.176356909531271,0.172386812780911,0.168506089754506,0.176356909531271,7566509204.31
"86","GaronneUpstream",2,0.215959460604839,0.104623337030268,0.131372933762288,0.0854256952122886,0.210395872250368,0.202574918511431,0.218518775165287,0.210494133463162,0.215144202997758,0.224758529687872,0.21989882838063,0.215144202997758,0.224758529687872,7566509204.31
"87","GaronneUpstream",3,0.244186924626735,0.138936883012575,0.174409176230967,0.112057087527801,0.245793050012402,0.235748269100636,0.256265828479522,0.261392291499935,0.259440587444806,0.273126491790755,0.266195595498487,0.259440587444806,0.273126491790755,7566509204.31
"88","GaronneUpstream",4,0.210339329462181,0.10885967766399,0.136249417013833,0.0881900794586705,0.207965532556023,0.199785099544475,0.216480923149995,0.21566459679608,0.216642036814501,0.227343594928514,0.221928320422273,0.216642036814501,0.227343594928514,7566509204.31
"89","GaronneUpstream",5,0.297039037135226,0.19681280838014,0.245417741167105,0.160314000971832,0.295616923086418,0.284065653649394,0.307637914524223,0.305124370995185,0.307262455556562,0.322265698077861,0.314674672738815,0.307262455556562,0.322265698077861,7566509204.31
"90","GaronneUpstream",6,0.274191127975597,0.165514102385405,0.207974968896055,0.133893104150058,0.271413662724302,0.260836593823994,0.282419638694251,0.279741921771446,0.281851939145285,0.295549940679634,0.288619686761957,0.281851939145285,0.295549940679634,7566509204.31
"91","GaronneUpstream",7,0.2573271198819,0.197428214086661,0.249773221086322,0.158337106132154,0.256199549861355,0.246251251476275,0.266549749486282,0.263350070388117,0.265733066299769,0.278566497253124,0.272074124891552,0.265733066299769,0.278566497253124,7566509204.31
"92","GaronneUpstream",8,0.435597381859723,0.293447270918968,0.366193613672132,0.237483744390827,0.430240804708932,0.413718775825593,0.447422647904151,0.439242977008911,0.444612700238116,0.465669773925691,0.455019445142613,0.444612700238116,0.465669773925691,7566509204.31
"93","GaronneUpstream",9,0.456502965590816,0.443639919416502,0.558286363782131,0.361814067068171,0.45789356741959,0.439749852502794,0.476785877043484,0.476898430077446,0.478182012051551,0.502104788125154,0.489997426342525,0.478182012051551,0.502104788125154,7566509204.31
"94","GaronneUpstream",10,0.49106938367208,0.396244182284863,0.49516011537334,0.321418167877228,0.497165343376558,0.476407961933923,0.518827154619749,0.53664923865007,0.528780893492303,0.557703243768898,0.543049545801453,0.528780893492303,0.557703243768898,7566509204.31
"95","GaronneUpstream",11,0.443524938989618,0.516103734751058,0.646854832632744,0.415829972519031,0.444189407280593,0.426471794745948,0.462643092409824,0.464669294708866,0.46492098214427,0.488448048014438,0.47653934333003,0.46492098214427,0.488448048014438,7566509204.31
