"","key","sumFCO2","low","high"
"1","FCO2_BIKER",1166.4312072022,1629.93169892073,867.014534311995
"2","FCO2_Lauerwald2015",860.283117459221,704.218658681835,779.917592227259
"3","FCO2_raymond2012",741.060735855541,NA,NA
"4","FCO2_raymond2013",770.429361833422,NA,NA
"5","FCO2_ulset",1053.68885355793,NA,NA
