"","x"
"1",NA
"2",3.86185688144896
"3",3.0889471161556
"4",NA
"5",4.03630339183465
"6",2.34461177000243
"7",2.93945605459836
"8",3.06024847666935
"9",3.77208561975291
"10",NA
"11",1.83547998670355
"12",2.98134434115081
"13",4.04597037240919
"14",1.35746844340494
"15",3.62426896223945
"16",3.21268834597585
"17",NA
"18",3.4539360746791
"19",4.41693083193279
"20",2.54310226861251
"21",2.84715110819644
"22",3.49672123437543
"23",2.00004020858391
"24",4.2031533528298
"25",4.43092488614113
"26",3.52416425208721
"27",1.95845157529782
"28",0.704559679073826
"29",2.61035619076355
"30",4.10004492629233
"31",3.52537897334726
"32",4.87414820212145
"33",2.71521473200466
"34",4.11739366028825
"35",4.24608775499036
"36",3.1742634054343
"37",3.54068702408499
"38",3.57840015549427
"39",2.1332760356261
"40",0.407442098505473
"41",3.59715832071406
"42",4.20310561057608
"43",4.62462562541476
"44",3.60273330826918
"45",NA
"46",4.24854927010695
"47",3.00887477384414
"48",2.50773973018451
"49",2.37029208283382
"50",1.52229734571262
"51",NA
"52",2.79322405819949
"53",4.09777717356527
"54",3.4307047513917
"55",3.23113632110468
"56",1.57839768543895
"57",1.65397698602162
"58",4.67380725458467
"59",1.58263065842201
"60",5.57082262447179
"61",0.448254395979558
"62",2.71203925855327
"63",4.66740817108891
"64",2.58719614111194
"65",3.98174862487451
"66",2.67127900206926
"67",NA
"68",2.76218361397438
"69",2.93002543818881
"70",2.49491017535708
"71",3.70075441259218
"72",5.11812895506153
"73",2.36449510600801
"74",3.68634658300619
"75",2.68960755753964
"76",3.11794748105641
"77",3.56192283658342
"78",4.54903870920992
"79",3.05616719310881
"80",2.57284452419978
"81",4.22179876288392
"82",4.9101159278148
"83",3.44858551577246
"84",3.83556894162151
"85",2.56558329844893
"86",3.9110134689878
"87",2.14183340851791
"88",3.60573147054709
"89",1.89954529190019
"90",3.07896197000501
"91",3.92938942263517
"92",3.14091790629401
"93",4.5276985620666
"94",3.1243639786158
"95",3.84912529928025
"96",3.60392493063707
"97",4.14306978974412
"98",3.03773873224699
"99",2.66891158543981
"100",4.52462171185603
"101",3.66716860190132
"102",4.39498513712809
"103",3.04667762465439
"104",5.04412233836081
"105",3.24406341949527
"106",4.1022447461786
"107",3.9162870628512
"108",2.20099040443734
"109",2.79701795820295
"110",3.68043151228242
"111",4.35497660477624
"112",3.05147489359843
"113",1.7429251844371
"114",3.61775621784727
"115",2.4163020573785
"116",NA
"117",NA
"118",0.649396948787371
"119",1.6059910493595
"120",NA
"121",1.92078668641937
"122",3.11055729426593
"123",1.42797470869764
"124",3.67220650806717
"125",1.94118582248632
"126",NA
"127",3.45139852111637
"128",4.34585252139762
"129",2.00199567398179
"130",2.45072093682945
"131",NA
"132",0.944927679473748
"133",3.76247273789648
"134",NA
"135",0.896623306272388
"136",5.49809737475554
"137",3.67425902703747
"138",2.43135870786997
"139",5.18325565292896
